name,rating,category,price_wna,city,address
Sun Sun Warung,5.0,Asian,100000.0,Gianyar,"Jl. Jembawan No.2, Ubud 80571 Indonesia"
Pistachio Restaurant,5.0,International,300000.0,Gianyar,"Jl. Bisma, Ubud 80571 Indonesia"
Ginger Moon Canteen,4.5,Asian,300000.0,Badung,"Jl. Kayu Aya no. 7, Seminyak 80361 Indonesia"
Hippie Fish Pererenan Beach,5.0,Italian,300000.0,Badung,"Jl. Pantai Pererenan No. 171, Pererenan, Canggu Kabupaten Badung, Pererenan, Canggu 80361 Indonesia"
L'Osteria Ubud,4.5,Italian,300000.0,Gianyar,"Jl. Monkey Forest No.8, Ubud 80571 Indonesia"
Padi Restaurant,5.0,International,300000.0,Gianyar,"Jl. Raya Sebali, Banjar Sebali, Desa Keliki Puri Sebali Resort, Ubud 80571 Indonesia"
Nostimo Greek Grill Ubud,4.5,Mediterranean,300000.0,Gianyar,"Jl. Raya Pengosekan no. 108, Ubud 80571 Indonesia"
Uma Garden,5.0,Steakhouse,300000.0,Badung,"Jalan Umalas 1 No.8 Next To Nook, Kerobokan Kelod 80361 Indonesia"
Pavilion Surf Club Legian Beach,4.5,Italian,100000.0,Badung,"Jl. Pantai Double Six No.10, Legian 80361 Indonesia"
Warung Little Bird,4.5,Asian,100000.0,Denpasar,"Jl Danau Tamblingan 34 opposite Villa Ajanta, Sanur, Denpasar 80231 Indonesia"
Lembah Ayung Restaurant,5.0,Pizza,300000.0,Gianyar,"Jl. Batu Kurung No. 4 Pramana Watu Kurung, Kedewatan, Ubud 80571 Indonesia"
Nikuna Warung,5.0,Asian,100000.0,Gianyar,"Jalan Jembawan Ubud Bali, Ubud 80571 Indonesia"
Warung 24/7,4.5,Seafood,100000.0,Badung,"Jl. Nakula Night, Kuta Indonesia"
Gioi Ocean Gourmet,5.0,Asian,300000.0,Badung,"Jl. Kartika Plaza, Kuta, Kec. Kuta, Kabupaten Badu Discovery Mall, Ground Floor, Kuta 80361 Indonesia"
The Restaurant at Tandjung Sari,4.5,Seafood,300000.0,Denpasar,"Jln. Danau Tamblingan no. 41 Sanur Beach, Sanur, Denpasar 80228 Indonesia"
Hiiragi Restaurant,5.0,Japanese,300000.0,Badung,"Jl. Umalas Klecung, Kerobokan Kelod, Kec. Kuta Uta, Kerobokan Kelod 80361 Indonesia"
Spice Mantraa Kuta,4.5,Indian,300000.0,Badung,"Jl. Kartika Plaza Opposite Discovery Mall, Kuta 80361 Indonesia"
Tanda Pizza Restaurant,5.0,Italian,300000.0,Buleleng,"Jl. Pandawa, Kaliasem, Lovina Beach 81152 Indonesia"
Brasserie République,5.0,French,300000.0,Denpasar,"Jl. Danau Tamblingan No. 144, Sanur, Denpasar Indonesia"
Gusto Resto,4.5,Italian,300000.0,Karangasem,"Jl. Raya Amed, Karangasem 80852 Indonesia"
Fire,5.0,International,500000.0,Badung,"Jl. Petitenget W Bali - Seminyak, Kerobokan 80361 Indonesia"
Kepitu Restaurant at The Kayon Valley Resort,5.0,American,500000.0,Gianyar,"Banjar Nagi Petulu, Kecamatan Ubud, Ubud 80571 Indonesia"
Chai'ba Street Kitchen & Bar,4.5,Indian,300000.0,Badung,"Jl. Raya Basangkasa no. 47, Seminyak 80361 Indonesia"
Sangsaka Restaurant,4.5,Indonesian,300000.0,Badung,"Jl. Pangkung Sari 100x, Kerobokan 80361 Indonesia"
Ivy Cafe,5.0,Cafe,300000.0,Gianyar,"Jl Raya Pengosenkan, 62 Puri Garden Hotel, Ubud 80571 Indonesia"
Pesona Lounge Ubud,5.0,Indian,300000.0,Gianyar,"Jl. Goutama Sel. No.25A, Ubud 80571 Indonesia"
Warung Pondok Madu,4.5,Barbecue,100000.0,Gianyar,"Jl. Jatayu, Tebesaya Ubud Bali In The Front Of Tebesaya Cottage, Ubud 80571 Indonesia"
Swept Away at The Samaya Ubud,5.0,International,500000.0,Gianyar,"Banjar Baung, Desa Sayan The Samaya Ubud, Ubud 80571 Indonesia"
MAURI Restaurant,5.0,Italian,500000.0,Badung,"Jl. Petitenget No.100, Seminyak 80361 Indonesia"
Cherry Pepper Ubud,5.0,International,100000.0,Gianyar,"Jalan Monkey Forest Sebelah Barat, Ubud 80571 Indonesia"
Bisma Valley,5.0,Mexican,300000.0,Gianyar,"Jl. Bisma, Ubud 80571 Indonesia"
Brunch Club Bali,4.5,American,100000.0,Badung,"Jl. Legian No.457, Legian 80361 Indonesia"
Cafe Wayan & Bakery,4.5,Pizza,300000.0,Gianyar,"Monkey Forest Road., Ubud 80571 Indonesia"
Chupacabras,5.0,Steakhouse,500000.0,Gianyar,"CHUPACABRAS - South American | Prime Meats, Kedewatan, Ubud, Gianyar Regency, Bali, Ubud 80571 Indonesia"
"Mr. Wayan, Coffee & Eatery",5.0,International,300000.0,Gianyar,"Jl. Suweta Banjar Bentuyung, Ubud 80571 Indonesia"
Craved,5.0,Cafe,300000.0,Badung,"Jl. Camplung Tanduk No.9A, Seminyak 80361 Indonesia"
Sandwichopedia,5.0,Cafe,100000.0,Badung,"Jalan Pantai Pererenan No. 8, Pererenan, Canggu 80351 Indonesia"
Oneeighty,4.5,Seafood,300000.0,Badung,"Jl. Pura Goa Lempeh The edge Luxury Villa Resort, Banjar Dinas Kangin, Pecatu 80361 Indonesia"
Shelter Bali,4.5,Cafe,300000.0,Badung,"2A Jl. Drupadi, Seminyak 80361 Indonesia"
Varuna Bali,5.0,International,300000.0,Gianyar,"Jalan Bypass Prof. Dr. Ida Bagus Mantra Km. 19,8, Gianyar 80551 Indonesia"
Warung Agung Amed,5.0,Chinese,100000.0,Karangasem,"Jl. Raya Lipah Peduli Alam Shop, Bunutan, Karangasem 80852 Indonesia"
SugarSand,4.5,Bar,300000.0,Badung,"Jl. Double Six, Seminyak 80361 Indonesia"
Ulu Cliffhouse,4.0,Bar,300000.0,Badung,"Jl. Labuan Sait No. 315 Kec. Kuta Selatan, Pecatu 80361 Indonesia"
De jukung Resto & Bar Tanah Lot,4.0,Seafood,300000.0,Tabanan,"Jl. Tanah Lot Kabupaten Tabanan, Tanah Lot 82171 Indonesia"
Babi Guling Pak Dobiel,4.0,Asian,100000.0,Badung,"Jl. Srikandi no. 9, Nusa Dua, Benoa Indonesia"
Milk & Madu Ubud,4.5,Pizza,300000.0,Gianyar,"3 Jl. Suweta, Ubud 80571 Indonesia"
Village Square-Wok Wok,5.0,Chinese,100000.0,Denpasar,"Jalan Danau Tamblingan 89a, Denpasar 80228 Indonesia"
Lazy Cats Cafe,4.5,Cafe,100000.0,Gianyar,"Jl. Raya Ubud No. 11 (end of main road direction to museum blanco), Ubud 80571 Indonesia"
Tagine Bali,5.0,Moroccan,300000.0,Badung,"Jl. Mertanadi No. 39, Seminyak 80361 Indonesia"
BB52 Burgers Canggu,5.0,American,100000.0,Badung,"Jl. Batu Mejan Canggu, Canggu, Kec. Kuta Utara, Denpasar, Bali Inside The Avocado Factory, Canggu 80361 Indonesia"
Alam Pizza,4.5,Italian,100000.0,Gianyar,"Jl. Bisma No.34, Ubud 80571 Indonesia"
Woobar Bali,4.5,Bar,300000.0,Badung,"Jl. Petitenget, Kerobokan Seminyak, Seminyak 80361 Indonesia"
Crumb & Coaster,4.5,Cafe,300000.0,Badung,"Jl. Benesari 2E 10m Opposite Grand Barong Hotel, Kuta 80361 Indonesia"
Yasa Segara Bengiat Restoran,4.5,Bar,100000.0,Badung,"Jl. Pantai Peminge Ayodya Resort Bali, Nusa Dua, Benoa Indonesia"
In Da Compound Warung,5.0,Asian,100000.0,Gianyar,"Gootama Street No.6, Ubud 80571 Indonesia"
Cafe Bali,4.0,International,300000.0,Badung,"Jl. Laksmana, Seminyak 80361 Indonesia"
Ah Yat Seafood Restaurant,5.0,Chinese,300000.0,Badung,"Jl. Karang Mas Sejahtera Rimba Jimbaran Bali by Ayana, Jimbaran 80364 Indonesia"
Three Monkeys Ubud,4.5,European,300000.0,Gianyar,"Monkey Forest Rd Ubud Kelod, Ubud 80571 Indonesia"
Happy Chappy Chinese,4.5,Chinese,300000.0,Badung,"Jalan Braban No. 62, Seminyak Indonesia"
Shisha Cafe,4.5,Lebanese,300000.0,Badung,"Jl. Sunset Road No. 99, Kuta 80361 Indonesia"
The Cafe,5.0,International,300000.0,Badung,"Kawasan Sawangan Mulia Resort, Nusa Dua, Benoa 80362 Indonesia"
Starfish Bloo,4.5,Seafood,500000.0,Badung,"Jl. W Bali - Seminyak, Kerobokan 80361 Indonesia"
Uma Cucina,4.5,Italian,300000.0,Gianyar,"Jalan Raya Sanggingan, Banjar, Lungsiakan Kedewatan, Ubud Indonesia"
Mozza Sanur,5.0,Italian,300000.0,Denpasar,"Jl. Danau Tamblingan No.108 A, Sanur, Denpasar Indonesia"
Waroeng Bernadette,4.5,Asian,100000.0,Gianyar,"Jl. Penestanan (Behind The Blanco Museum), Ubud 80571 Indonesia"
Naughty Nuri's Warung and Grill,4.0,Barbecue,300000.0,Gianyar,"Jl. Raya Sanggingan, Ubud 80571 Indonesia"
Warung Mak Beng,4.5,Seafood,100000.0,Denpasar,"Jl. Hang Tuah no. 45, Sanur, Denpasar 80227 Indonesia"
Simply Social,5.0,American,300000.0,Gianyar,"Jl. Raya Ubud, Ubud 80571 Indonesia"
Ours,4.5,Mediterranean,300000.0,Badung,"Jl. Labuansait, Pecatu 80361 Indonesia"
Boneka Restaurant at The St. Regis Bali Resort,5.0,International,500000.0,Badung,"Kawasan Pariwisata Nusa Dua Lot S6, Nusa Dua, Benoa 80363 Indonesia"
Warung Indonesia,4.5,Asian,100000.0,Badung,"Jl. Popies II, Gang Ronta, Kuta 80361 Indonesia"
Locca Sea House,5.0,Bar,300000.0,Badung,"Jl. Jimbaran Hijau Segara 500m from Ayana, Jimbaran 80361 Indonesia"
Bebek Tepi Sawah,4.0,Asian,300000.0,Gianyar,"Jalan Raya Goa Gajah, Ubud 80571 Indonesia"
Raja's Balinese Restaurant,4.5,Asian,500000.0,Badung,"Nusa Dua Beach Hotel & Spa Kawasan Pariwisata, Lot North 4, Nusa Dua, Benoa 80363 Indonesia"
Takumi Kaiseki & Omakase,5.0,Japanese,500000.0,Badung,"Jl. Petitenget No. 43a, Kerobokan Kelod 80361 Indonesia"
Natys Restaurant Tanah Lot,4.0,Mexican,300000.0,Tabanan,"Jl. Kawasan Wisata Tanah Lot Natya Hotel Tanah Lot, Tanah Lot 82121 Indonesia"
Sacred Rice,5.0,International,300000.0,Gianyar,"Gg.1, Ubud 80571 Indonesia"
Rosso Vivo Dine & Lounge,4.5,Italian,300000.0,Badung,"Jalan Pantai Kuta, Kuta 80361 Indonesia"
Taco Beach Grill,4.5,Mexican,100000.0,Badung,"Jl. Kunti 1 no. 6, Seminyak 80361 Indonesia"
Fat Chow,4.5,Asian,300000.0,Badung,"Kuta Beach, Poppies Lane 2, no. 7C, Kuta 80361 Indonesia"
El Patio Restaurant,5.0,American,300000.0,Badung,"Jl. Raya Nusa Dua Selatan Kawasan Wisata ITDC Lot 1, Nusa Dua, Benoa 80363 Indonesia"
Amateras Restaurant,5.0,Asian,300000.0,Gianyar,"Jl. Rsi Markandya II, Kelusa, Payangan 80571 Indonesia"
The Glass House,4.5,International,300000.0,Denpasar,"Jl. Danau Tamblingan No. 25, Sanur, Denpasar 80228 Indonesia"
Apéritif Restaurant,5.0,International,500000.0,Gianyar,"Br. Nagi, Jl. Lanyahan, Petulu, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia Br. Nagi, Jl. Lanyahan, Petulu, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia, Ubud 80571 Indonesia"
Brazilian Aussie BBQ at Seminyak,4.5,Steakhouse,300000.0,Badung,"Jl. Beraban Beraban Square, Seminyak 80361 Indonesia"
Lia Cafe,4.0,Seafood,300000.0,Badung,"Jl Pemalisan Agung, Jimbaran 80361 Indonesia"
Kajin Japanese Contemporary Sushi,4.5,Japanese,300000.0,Badung,"Jl. Petitenget 98x 2nd Floor, Seminyak Indonesia"
Dapur Usada,5.0,Cafe,300000.0,Gianyar,"Jl. Sugriwa No.4, Ubud 80571 Indonesia"
Double Ikat,5.0,Indonesian,300000.0,Badung,"Jalan Pantai Balangan 1 No 1 Ungasan, Ungasan 80361 Indonesia"
Jackson Lily's By Ginger Moon,4.5,Chinese,300000.0,Badung,"Jl. Raya Seminyak No.2, Seminyak 80361 Indonesia"
Grazing on the Green,5.0,Bar,300000.0,Badung,"Jalan Pantai Berawa Finns VIP Beach Club, Canggu 80361 Indonesia"
Table8 Chinese Restaurant,4.5,Chinese,500000.0,Badung,"Jl. Raya Nusa Dua Selatan, Kawasan Sawangan The Mulia, Mulia Resort & Villas - Nusa Dua, Bali, Nusa Dua, Benoa 80362 Indonesia"
Tree Bar at Maya Sanur,4.5,Bar,300000.0,Denpasar,"Jl. Danau Tamblingan 89M, Sanur, Denpasar 80228 Indonesia"
Warung Mami Ikan Bakar,4.5,Seafood,100000.0,Badung,"Jl. Uluwatu II No.30X, Jimbaran Indonesia"
"The Restaurant At The Legian Seminyak, Bali",4.5,Seafood,500000.0,Badung,"Jl. Kayu Aya, Seminyak, Seminyak 80361 Indonesia"
Wedja Bali Restaurant,5.0,Asian,300000.0,Gianyar,"Jl. Ambarwati No.1 MAS Village, Ubud 80571 Indonesia"
Kyoka Japanese Kitchen,5.0,Japanese,300000.0,Gianyar,"Jl. Dewi Sita, Ubud 80571 Indonesia"
KAFE Ubud,4.5,Cafe,300000.0,Gianyar,"Jl. Hanoman 44b, Ubud 80571 Indonesia"
Pier Eight Bali,4.5,Bar,300000.0,Denpasar,"Jalan Kusuma Sari No. 8, Sanur, Denpasar 80227 Indonesia"
The Fat Turtle,4.5,Cafe,300000.0,Badung,"Jalan Raya Petitenget 886A Opposite Potato Head Beach Club and Springhill Mantra Property Group, Next to Deus and Carga, Seminyak 80361 Indonesia"
Mozaic Restaurant Gastronomique,4.5,French,500000.0,Gianyar,"Jl. Raya Sanggingan, Ubud 80571 Indonesia"
Lucky Fish Lounge,4.5,Barbecue,100000.0,Badung,"Jl. Pantai Bingin, Pecatu 80361 Indonesia"
Warung Ibu Wina,4.5,Chinese,100000.0,Buleleng,"Jl. Mawar Kalibukbuk, Lovina Beach Indonesia"
Waterfall Indonesian & Balinese Restaurant,4.5,International,300000.0,Badung,"Jl. Pantai Mengiat Ayodya Resort Bali, Nusa Dua, Benoa 80363 Indonesia"
Sunset Park At Desa Potato Head,5.0,International,300000.0,Badung,"Jl. Petitenget, No. 51b Sunset Park at Desa Potato Head, Seminyak 80361 Indonesia"
Kubu At Mandapa,5.0,International,500000.0,Gianyar,"Jalan Kedewatan Banjar Kedewatan, Mandapa, a Ritz-Carlton Reserve, Ubud 80571 Indonesia"
Pison Ubud,4.0,Cafe,100000.0,Gianyar,"Jl. Hanoman No.10X, Ubud 80571 Indonesia"
Cretya Sunset,5.0,Bar,300000.0,Gianyar,"Jalan Raya Bresela No. 8 Kec. Payangan, Kabupaten Gianyar, Ubud, Bali, Keliki, Tegalalang 80572 Indonesia"
Kynd,4.5,Cafe,300000.0,Badung,"12x Jalan Raya Petitenget, Seminyak 80361 Indonesia"
Mano Beach House,4.5,International,300000.0,Badung,"Jl. Pantai Pura Petitenget, Seminyak 80361 Indonesia"
Kekeb Restaurant,5.0,International,300000.0,Badung,"ITDC Area, Lot C-0, Nusa Dua, Nusa Dua, Benoa 80361 Indonesia"
Warung Garasi,4.5,Asian,100000.0,Gianyar,"Jalan Monkey Forest Opposite Hotel Inata, Ubud 80571 Indonesia"
Nusa Restaurant,4.5,Seafood,100000.0,Badung,"Jl. Nusa Dua, Benoa Itdc Area Nusa Dua, Lot C-0b, Nusa Dua, Benoa 80361 Indonesia"
Friends Cafe And Bistro Bali,5.0,Bar,300000.0,Gianyar,"Jl. Raya Pengosekan No.108 Tegal Kelod, Kecamatan Ubud, Kabupaten Gianyar, Bali, Ubud 80571 Indonesia"
The Octagon Ocean Club,5.0,Asian,300000.0,Buleleng,"Jl. Raya Seririt - Gilimanuk West Bali National Park, West Bali National Park 81155 Indonesia"
Tropical Bali Collection,4.5,Seafood,300000.0,Badung,"Bali Collection Block A-14 #2, Nusa Dua, Benoa 80361 Indonesia"
Shima Teppanyaki & Shabu Shabu,5.0,Japanese,300000.0,Badung,"Jl. Petitenget no. 5E, Seminyak 80361 Indonesia"
Bread Basket Bakery - Sanur Bali,4.5,Cafe,100000.0,Denpasar,"Jl. Danau Tamblingan no. 51, Sanur, Denpasar Indonesia"
Rayjin Teppanyaki Dining Bar,4.5,Japanese,300000.0,Badung,"Jl.Petitenget 98X, Seminyak Indonesia"
Blou Cafe Canggu,5.0,American,300000.0,Badung,"Jl. Padang Linjong, Canggu 80361 Indonesia"
The Grill Ubud,5.0,Bar,100000.0,Gianyar,"Jl. Tirta Tawar Banjar Kutuh, Ubud 80571 Indonesia"
Teras Ubud,5.0,Bar,300000.0,Gianyar,"Jl. Hanoman Pengosekan Plataran Ubud Hotel & Spa, Ubud 80571 Indonesia"
The Royal Kitchen Bali,4.5,Indian,300000.0,Badung,"Bali Collection, Blok A6 No. 3B- 4B, Nusa Dua, Benoa 80363 Indonesia"
Bali Bohemia,4.5,Bar,300000.0,Gianyar,"Jl. Nyuh Bojog Nyuh Kuning - Ubud - Opposite Monkey Forest Gate 3, Ubud 80571 Indonesia"
Wacko Burger Cafe,4.5,Bar,300000.0,Badung,"Jl. Drupadi 18 Across the street from Harris Hotel Seminyak, Seminyak 80361 Indonesia"
Salazon Bali,4.5,Steakhouse,500000.0,Badung,"Jl. Kayu Aya No. 33 En Vie Lane, Seminyak 80361 Indonesia"
Warung Siam,4.5,Asian,100000.0,Gianyar,"No. 7 Jl. Gautama, Ubud 80571 Indonesia"
The Ratip Coffee Shop & food,5.0,Mexican,100000.0,Klungkung,"Jl. Ancak Sari, 80771 Indonesia"
Dasa by the Sea,4.5,Italian,100000.0,Karangasem,"Jl. Raya Candidasa Alam Candi Dive Resort, Candidasa, Karangasem 80871 Indonesia"
Mudra,4.5,Japanese,300000.0,Gianyar,"Jl. Goutama Selatan no. 22 In the middle between Taksu and Soma, Ubud 80751 Indonesia"
Kwee Zeen,5.0,International,300000.0,Badung,"Lot N5, ITDC Tourism Complex Nusa Dua Sofitel Bali Nusa Dua Beach Resort, Nusa Dua, Benoa 80363 Indonesia"
Izakaya by Oku,5.0,Japanese,300000.0,Badung,"Jl. Raya Nusa Dua Selatan The Apurva Kempinski Bali, Nusa Dua, Benoa 80361 Indonesia"
Ely's Kitchen Bali,5.0,Bar,300000.0,Badung,"Jl. Pengubengan Kelod, Kerobokan Kelod, Kuta Utara, Badung, Bali 80361, 80361 Indonesia"
Bora Bora restaurant,4.5,Seafood,300000.0,Buleleng,"Jalan Umeanyar 3 Desa Umeanyar, Seririt 81153 Indonesia"
Kojin Japanese Restaurant Ubud,5.0,Japanese,300000.0,Gianyar,"Jl. Raya Desa Kenderan No.88 A Aksari Resort, Ubud 80571 Indonesia"
Mumbai Station Pure Vegetarian Indian Cafe,4.5,Indian,100000.0,Gianyar,"Jl. Sanggingan no. 90, Penestanan Kaja Opposite Indus Restaurant, next door to Indo Maret, Ubud Indonesia"
Warung Murah,4.5,Indonesian,100000.0,Badung,"Jl. Arjuna / Doble Six, Seminyak 80361 Indonesia"
Sateria Beachfront Restaurant,5.0,Italian,300000.0,Badung,"Jl. Raya Nusa Dua Selatan Kawasan Pariwisata ITDC Lot 1, Nusa Dua, Benoa 80363 Indonesia"
Kaum Bali,4.5,Indonesian,500000.0,Badung,"Jl. Petitenget No. 51B Kaum Restaurant at Desa Potato Head Bali, Seminyak 83061 Indonesia"
Warung Chef Bagus,4.5,Southwestern,300000.0,Badung,"Jalan Bakung Sari No. 43, Kuta 80361 Indonesia"
Above Rooftop Lounge and Bar,5.0,Bar,300000.0,Badung,"Jl. Petitenget Gg. Cendrawasih no. 99, Seminyak 80361 Indonesia"
Motel Mexicola,4.0,Mexican,300000.0,Badung,"Jl Kayu Jati No 9 Petitenget, Seminyak 80361 Indonesia"
Warung Bu Jeno,4.5,Seafood,100000.0,Karangasem,"Jl. Segara, Padangbai 80871 Indonesia"
Santorini Greek Restaurant Seminyak,4.5,Mediterranean,100000.0,Badung,"Jl. Arjuna No. 17, Legian, Kec. Kuta Kanu-atenolol Badung, Bali, Seminyak 80361 Indonesia"
Cucina,5.0,Italian,500000.0,Badung,"ITDC Tourism Complex Nusa Dua Lot N5, Nusa Dua, Benoa 80363 Indonesia"
Pasir Ubud,5.0,Italian,300000.0,Gianyar,"Jl Monkey Forest, Ubud 80571 Indonesia"
Black Lava Cafe,5.0,American,300000.0,Bangli,"Jalan Bukit Payang No.88, Kintamani, Kintamani 80652 Indonesia"
Jala Restaurant,5.0,Chinese,300000.0,Klungkung,"Jl. Ancak Sari, No. 277 Ancak Lembongan Klungkung Bali, Indonesia, 80771 Indonesia"
Kendi Kuning Restaurant,4.5,Seafood,300000.0,Badung,"Jl. Drupadi no. 1001 Next Door to Circle K, Seminyak 80361 Indonesia"
Chandi,4.5,Asian,300000.0,Badung,"Jalan Kayu Aya No. 72, Seminyak 80361 Indonesia"
No Mas,4.5,Bar,300000.0,Gianyar,"Jl. Monkey Forest, Ubud 80571 Indonesia"
Tetsushin,5.0,Japanese,300000.0,Denpasar,"Jl. Danau Tamblingan No.144, Sanur, Denpasar 80228 Indonesia"
Bo & Bun,4.5,Asian,300000.0,Badung,"Jl. Raya Basangkasa No. 26 Br. Basangkasa, Seminyak 80361 Indonesia"
W gourmet restaurant with transfer,5.0,Bar,300000.0,Badung,"Jl Pantai Mengiat Nusa Dua Bali Nusa Dua area next to Bali refresh spa, Nusa Dua, Benoa 80363 Indonesia"
Soul in a Bowl,4.5,International,300000.0,Denpasar,"Jl. Danau Poso No.65d, Sanur, Denpasar 80228 Indonesia"
Wayan’s Warung,5.0,Grill,100000.0,Gianyar,"Jl. Raya Tebongkang No.8 Singakerta Kecamatan, Ubud 80571 Indonesia"
Cliffhanger Restaurant Bali,5.0,Bar,300000.0,Tabanan,"Jl. Pantai Cliffhanger Yeh Gangga II Barat Bali, Tabanan 82115 Indonesia"
Kilo Kitchen Bali,4.5,Latin,300000.0,Badung,"Jl. Drupadi No. 22, Seminyak 80361 Indonesia"
Sands Restaurant,4.5,Italian,300000.0,Badung,"Jl. Kartika The Anvaya Bali, Kuta 80361 Indonesia"
Ithaka Warung,4.5,Asian,100000.0,Badung,"Jl. Raya Batu Bolong, Canggu 82151 Indonesia"
Warung Apple,4.5,Seafood,100000.0,Buleleng,"Jl. Mawar Lovina, Singaraja 81191 Indonesia"
Watercress Ubud,4.5,Cafe,300000.0,Gianyar,"Jl. Monkey Forest, Ubud 80571 Indonesia"
TORO Sushi,4.5,Japanese,300000.0,Gianyar,"Jl. Goutama no. 3, Ubud 80571 Indonesia"
Lotus Asian Restaurant,5.0,Asian,300000.0,Badung,"Kawasan Wisata ITDC Lot. 1 Melia Bali, Nusa Dua, Benoa 80363 Indonesia"
The PaD bar & grill on Legian St,4.5,Bar,100000.0,Badung,"162 Legian Street, Kuta 80361 Indonesia"
Manarai Beach House,5.0,Bar,300000.0,Badung,"Lot N5 ITDC Tourism Complex Beachfront at Sofitel Nusa Dua, Nusa Dua, Benoa 80363 Indonesia"
Nusantara by Locavore,4.5,Asian,300000.0,Gianyar,"Jl. Dewisita No.09C, Ubud 80361 Indonesia"
Arwana Restaurant,4.5,Seafood,500000.0,Badung,"Kawasan Pariwisata Nusa Dua Lot N2 The Laguna Resort & Spa, Nusa Dua, Benoa 80363 Indonesia"
IBU SUSU Bar & Kitchen,5.0,Bar,300000.0,Gianyar,"Jl. Monkey Forest, Ubud 80571 Indonesia"
Mozzarella by The Sea,4.0,Indonesian,300000.0,Badung,"Jalan Padma Utara The Bandha Hotel & Suites, Legian 80361 Indonesia"
Santanera,5.0,Latin,500000.0,Badung,"Jl. Tanah Barak No.55-57, Canggu, Kec. Kuta Utara, Canggu Indonesia"
Hard Rock Cafe,4.0,American,300000.0,Badung,"Jalan Pantai Kuta, Banjar Pande Mas, Kuta - Denpasar, Kuta 80361 Indonesia"
To'ge,5.0,International,300000.0,Badung,"Jalan Karang Mas Sejahtera Jl. Karang Mas Sejahtera, Jimbaran 80364 Indonesia"
La Favela Bar Y Restaurant,4.0,Bar,300000.0,Badung,"Jl. Laksamana Oberoi 177X, Seminyak 80361 Indonesia"
Warung Citta Ovest,4.5,Italian,300000.0,Gianyar,"Jl. Dewisita Padangtegal, Ubud 50871 Indonesia"
Warung Enak,4.5,Italian,100000.0,Karangasem,"Jalan Raya Amed, Karangasem 80852 Indonesia"
Warung Nasi Ayam Bu Oki,4.0,Asian,100000.0,Badung,"Jl. Siligita no. 27 near Hotel Santika Nusa Dua, Nusa Dua, Benoa Indonesia"
Sugriwa's Warung,5.0,Asian,100000.0,Gianyar,"Jl. Sugriwa's No. 7 Padang Tegal Kaja, Ubud 80571 Indonesia"
Wild Habit Pizza,5.0,Italian,100000.0,Badung,"Jl. Kunti 1 No.6, Seminyak 80361 Indonesia"
Belgin Seminyak Restaurant And Bar,5.0,Indonesian,300000.0,Badung,"Jalan Kayu Aya No. 52, Seminyak 80361 Indonesia"
Genius Cafe,4.5,International,300000.0,Denpasar,"Jl. Kusuma Sari Mertasari Beach, Sanur, Denpasar 80228 Indonesia"
Ganesha Ek Sanskriti Ubud - Traditional Indian Cuisine,4.0,Indian,300000.0,Gianyar,"Jl. Monkey Forest, Ubud 80571 Indonesia"
Bejana,4.5,Indonesian,500000.0,Badung,"Jl. Raya Nusa Dua Selatan Lot #3 Sawangan The Ritz-carlton, Bali, Nusa Dua, Benoa 80361 Indonesia"
Jack Fish,4.5,Seafood,100000.0,Denpasar,"Sanur beach front Turn Right When You Reach The Beach, Sanur, Denpasar Indonesia"
Cactus Nusa Penida,5.0,Bar,500000.0,Klungkung,"Jl. Raya Batumulapan, Batununggul 80771 Indonesia"
DUGONG at Suarga Padang Padang,4.5,Seafood,300000.0,Badung,"Jl. Pantai Labuan Sait, Pecatu 80361 Indonesia"
Warung Ayu Food & Drink,4.5,Asian,100000.0,Buleleng,"Jalan Mawar, Anturan, Lovina Beach Indonesia"
Warung Papa Pizza,4.5,Italian,100000.0,Denpasar,"Jl. Pungutan 1 no. 1a, Sanur, Denpasar Indonesia"
Italian Corner Bali,4.5,Italian,300000.0,Badung,"Jl. Nakula Gang Baik no. 23B, Seminyak 80361 Indonesia"
Taco Casa,4.5,Mexican,100000.0,Gianyar,"Jalan Pengosekan Pengosekan, Ubud 80571 Indonesia"
Mari Beach Club,4.0,Japanese,300000.0,Badung,"Jl. Batu Belig No.66, Kerobokan Kelod, Seminyak 80361 Indonesia"
Ibu Rai Bar & Restaurant,4.5,Asian,300000.0,Gianyar,"Jalan Monkey Forest 72, Ubud 80571 Indonesia"
Bebek Tebasari Resto,4.5,Asian,300000.0,Gianyar,"Jl. Raya Kengetan Kabupaten Gianyar, Bali, Lodtunduh, Ubud 80571 Indonesia"
Sundara,4.5,Grill,500000.0,Badung,"Jimbaran Bay Kuta Selatan, Jimbaran 80361 Indonesia"
Cupit BBQ,4.5,Barbecue,100000.0,Gianyar,"Jl. Penestanen Kelod, Sayan, Ubud 80571 Indonesia"
Warung Sanur Segar,4.5,Mexican,100000.0,Denpasar,"Jl. Pantai Sindhu no. 2a In Front Of The Sindu Market, Sanur, Denpasar 80288 Indonesia"
Zibiru,4.5,Italian,300000.0,Badung,"Jalan Drupadi 7, Seminyak 80361 Indonesia"
Kayumanis Resto Jimbaran,4.5,Indonesian,300000.0,Badung,"Jl. Yoga Perkanthi, Jimbaran 80364 Indonesia"
Warung Babi Guling Ibu Oka,3.5,Asian,300000.0,Gianyar,"Jl. Suweta, Ubud 80571 Indonesia"
